Adj Close
150.559998
151.639999
149.770004
150.039993
149.740005
149.520004
147.020004
146.350006
145.330002
146.440002
148.110001
149.990005
148.520004
147.690002
145.089996
142.199997
141.940003
138.476594
138.952947
139.677379
141.324732
141.344569
141.920151
142.217868
144.430869
137.960567
136.402525
134.596402
134.804793
135.142199
134.070442
132.978819
132.48263
132.363549
132.145224
132.720806
134.804793
132.829968
133.395617
133.633793
131.242156
131.37117
130.736048
130.031452
131.222304
130.31925
129.574966
130.775736
130.865047
129.565032
126.816145
126.50851
125.734448
126.796293
126.697057
127.778747
129.128383
127.550504
131.887196
131.629183
131.976522
130.160466
128.910058
128.463491
129.813127
131.887196
131.222304
131.966588
132.274223
133.117752
133.96128
133.415469
133.971198
133.693334
133.971198
133.633793
132.085684
131.98644
131.271926
130.527635
130.104426
129.651677
129.139892
129.789468
129.523738
131.108338
131.551235
130.911481
133.814951
132.722463
130.842593
131.36423
131.423281
132.594509
132.535458
131.324853
130.301268
129.474524
128.057241
128.746194
129.956784
128.037552
125.163623
124.956937
124.966781
127.643869
127.821022
124.986463
121.935373
120.764145
124.523877
131.44297
129.691054
129.444999
130.655589
127.771823
127.32891
128.106455
128.441087
127.870236
129.070989
131.000073
130.901644
129.848519
129.818993
125.370309
124.848672
124.415619
124.159719
127.181283
127.269859
126.826962
125.488418
125.567158
125.380153
126.059269
128.923362
130.468584
132.023658
130.035523
132.299239
130.901644
131.521709
128.963913
130.096363
128.944384
127.782633
129.344654
130.828558
131.599812
131.599812
133.825683
130.076849
127.645957
127.938838
127.6362
127.470237
129.530131
128.836995
128.01694
127.743589
128.026698
126.396346
124.873383
124.844089
123.984983
124.892905
124.01427
123.340648
123.945932
123.92641
125.527475
127.772875
128.173131
128.983428
129.705865
131.912207
132.634645
130.779757
127.597141
124.541451
123.360177
123.340648
121.671245
120.021371
119.943268
119.445374
119.98232
118.195763
116.770424
116.809476
117.112114
115.374373
115.354851
114.046659
112.845856
114.124761
114.603127
112.426072
114.778854
113.578051
109.926842
106.051089
105.865605
113.59758
114.993627
115.564343
118.553323
119.569
117.885885
113.678087
117.586014
116.202763
114.152074
112.768822
123.825151
119.955924
120.536308
119.365866
118.147055
121.938902
121.522959
124.97625
123.931555
127.60733
125.953241
125.740432
128.661693
134.291436
136.458212
135.906839
139.863127
141.623635
142.532908
139.814759
138.837782
139.350455
137.725383
136.293756
135.016917
140.801417
143.268057
141.739708
138.32511
139.892145
141.623635
139.524578
140.250059
